,0.0,1.0,2.0,3.0
0.0,1.0,1.0,0.0011216102016081838,1.0
1.0,1.0,1.0,2.4748860541251384e-05,0.5037034386776431
2.0,0.0011216102016081838,2.4748860541251384e-05,1.0,0.0017125172731926566
3.0,1.0,0.5037034386776431,0.0017125172731926566,1.0
