,0.0,1.0,2.0,3.0
0.0,1.0,0.1387275295556154,0.0926883762808121,1.0
1.0,0.1387275295556154,1.0,4.788647095379729e-05,0.007255159808079464
2.0,0.0926883762808121,4.788647095379729e-05,1.0,0.5405822410478277
3.0,1.0,0.007255159808079464,0.5405822410478277,1.0
